parameter_name,parameter_value,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,106,106,0.6666666666666666,0.6938775510204082,0.6686507936507936
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,107,107,0.6,0.4,0.7003968253968255
coef0,0.0,poly,1.0,scale,3,0.0,balanced,6,108,108,0.7555555555555555,0.7027027027027027,0.8794466403162055
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,1,1,0.7111111111111111,0.723404255319149,0.8399209486166008
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,2,2,0.6222222222222222,0.37037037037037035,0.899209486166008
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,3,3,0.4666666666666667,0.42857142857142855,0.47628458498023707
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,4,4,0.5111111111111111,0.6666666666666666,0.7845849802371542
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,5,5,0.4444444444444444,0.5901639344262295,0.386904761904762
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,6,6,0.5333333333333333,0.0,0.5238095238095238
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,7,7,0.7777777777777778,0.8148148148148148,0.9782608695652174
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,8,8,0.6222222222222222,0.5405405405405406,0.7015810276679841
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,9,9,0.6,0.5909090909090909,0.5436507936507936
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,10,10,0.6222222222222222,0.6046511627906976,0.7003968253968255
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,11,11,0.4222222222222222,0.5185185185185185,0.42292490118577075
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,12,12,0.5333333333333333,0.36363636363636365,0.7103174603174603
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,13,13,0.8,0.8,0.9084967320261438
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,14,14,0.6888888888888889,0.7083333333333334,0.808300395256917
coef0,0.5,poly,1.0,scale,3,0.5,balanced,6,15,15,0.5555555555555556,0.6875,0.9466403162055337
